1
490,1170,3,68,0
0,0,0,0,0
4.099883363373009,1.83,2,0,1
3.2972150963995994,1.68,3,0,1
2.949260962723912,1.43,0,0,1
1.3440889480906244,1.45,1,0,1
2.322874849436949,1.78,1,0,1
7.619119027070379,1.37,3,0,1
3.8362221168108923,1.57,3,0,1
5.0808511741890925,1.88,0,0,1
11.585884380049123,1.96,1,0,1
7.783197100837619,1.55,3,0,1
2.4742334406759,1.46,1,0,1
3.066588773596938,1.55,0,0,1
3.318725010032735,1.67,3,0,1
1.5581883258015998,1.36,3,0,1
1.7380218443189488,1.53,1,0,1
2.2288772115650244,1.42,0,0,1
5.562402114578431,1.71,1,0,1
1.9123767972142496,1.56,0,0,1
2.2253474375216613,1.37,3,0,1
3.858311770646698,1.62,1,0,1
3.1045264760576243,1.39,0,0,1
2.800753769309999,1.76,1,0,1
3.6276515890896865,1.75,3,0,1
4.88972726726324,1.77,2,0,1
4.484539015575702,1.56,4,0,1
3.818255846689161,1.53,0,0,1
4.3095952763289995,1.64,2,0,1
3.3875831795146,1.64,2,0,1
2.6980092453855984,1.43,2,0,1
4.699549268568304,1.33,0,0,1
